"","Specimen.ID","Genus","Species","Serotype","Data.Year","CIP.Rslt"
"399","2015AM-0934","Salmonella","enterica","Oranienburg",2015,0.015
"400","2015AM-0942","Salmonella","enterica","Bareilly",2015,0.015
"401","2015AM-0943","Salmonella","enterica","Enteritidis",2015,0.015
"402","2015AM-0944","Salmonella","enterica","Enteritidis",2015,0.015
"403","2015AM-0945","Salmonella","enterica","Heidelberg",2015,0.015
"404","2015AM-0946","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"405","2015AM-0947","Salmonella","enterica","Javiana",2015,0.015
"406","2015AM-0948","Salmonella","enterica","Mississippi",2015,0.015
"407","2015AM-0949","Salmonella","enterica","Mississippi",2015,0.015
"408","2015AM-0950","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.015
"409","2015AM-0951","Salmonella","enterica","Poona",2015,0.015
"410","2015AM-0952","Salmonella","enterica","Reading",2015,0.015
"411","2015AM-0953","Salmonella","enterica","Saintpaul",2015,0.015
"412","2015AM-0954","Salmonella","enterica","Miami",2015,0.015
"413","2015AM-0956","Salmonella","enterica","Typhimurium",2015,0.015
"414","2015AM-0976","Salmonella","enterica","Enteritidis",2015,0.015
"415","2015AM-0977","Salmonella","enterica","Poona",2015,0.015
"416","2015AM-0978","Salmonella","enterica","Typhimurium",2015,0.015
"417","2015AM-0981","Salmonella","enterica","Enteritidis",2015,0.015
"418","2015AM-0982","Salmonella","enterica","Braenderup",2015,0.015
"419","2015AM-0983","Salmonella","enterica","Infantis",2015,0.015
"420","2015AM-0984","Salmonella","enterica","Oranienburg",2015,0.015
"421","2015AM-0985","Salmonella","enterica","Thompson",2015,0.015
"422","2015AM-0986","Salmonella","enterica","Typhimurium",2015,0.5
"423","2015AM-0987","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.03
"424","2015AM-0988","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.25
"425","2015AM-1105","Salmonella","enterica","Enteritidis",2015,0.015
"426","2015AM-1106","Salmonella","enterica","Enteritidis",2015,0.015
"427","2015AM-1107","Salmonella","enterica","Heidelberg",2015,0.015
"428","2015AM-1108","Salmonella","enterica","I 4,[5],12:b:-",2015,0.015
"429","2015AM-1109","Salmonella","enterica","Newport",2015,0.015
"430","2015AM-1111","Salmonella","enterica","Enteritidis",2015,0.03
"431","2015AM-1112","Salmonella","enterica","Heidelberg",2015,0.015
"432","2015AM-1113","Salmonella","enterica","Kentucky",2015,0.015
"433","2015AM-1114","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"434","2015AM-1115","Salmonella","enterica","Enteritidis",2015,0.015
"435","2015AM-1117","Salmonella","enterica","Enteritidis",2015,0.015
"436","2015AM-1118","Salmonella","enterica","Typhimurium",2015,0.015
"437","2015AM-1119","Salmonella","enterica","Bovismorbificans",2015,0.015
"438","2015AM-1120","Salmonella","enterica","Enteritidis",2015,0.015
"439","2015AM-1121","Salmonella","enterica","Enteritidis",2015,0.015
"440","2015AM-1123","Salmonella","enterica","Enteritidis",2015,0.015
"441","2015AM-1124","Salmonella","enterica","Enteritidis",2015,0.03
"442","2015AM-1126","Salmonella","enterica","Braenderup",2015,0.015
"443","2015AM-1127","Salmonella","enterica","Enteritidis",2015,0.015
"444","2015AM-1128","Salmonella","enterica","Enteritidis",2015,0.015
"445","2015AM-1129","Salmonella","enterica","Javiana",2015,0.03
"446","2015AM-1130","Salmonella","enterica","Javiana",2015,0.015
"447","2015AM-1131","Salmonella","enterica","Manhattan",2015,0.015
"448","2015AM-1132","Salmonella","enterica","Rubislaw",2015,0.015
"449","2015AM-1134","Salmonella","enterica","Enteritidis",2015,0.015
"450","2015AM-1135","Salmonella","enterica","Enteritidis",2015,0.015
"451","2015AM-1136","Salmonella","enterica","IV 50:z4,z23:-",2015,0.015
"452","2015AM-1137","Salmonella","enterica","IV 50:z4,z23:-",2015,0.015
"453","2015AM-1138","Salmonella","enterica","Javiana",2015,0.015
"454","2015AM-1139","Salmonella","enterica","Javiana",2015,0.015
"455","2015AM-1140","Salmonella","enterica","Litchfield",2015,0.015
"456","2015AM-1141","Salmonella","enterica","Minnesota",2015,0.015
"457","2015AM-1142","Salmonella","enterica","Muenchen",2015,0.015
"458","2015AM-1143","Salmonella","enterica","Newport",2015,0.015
"459","2015AM-1144","Salmonella","enterica","Enteritidis",2015,0.015
"460","2015AM-1145","Salmonella","enterica","Enteritidis",2015,0.015
"461","2015AM-1146","Salmonella","enterica","Hadar",2015,0.015
"462","2015AM-1147","Salmonella","enterica","I 9,12:l,z28:-",2015,0.015
"463","2015AM-1148","Salmonella","enterica","Javiana",2015,0.015
"464","2015AM-1149","Salmonella","enterica","Javiana",2015,0.015
"465","2015AM-1150","Salmonella","enterica","Newport",2015,0.015
"466","2015AM-1151","Salmonella","enterica","Newport",2015,0.015
"467","2015AM-1152","Salmonella","enterica","Newport",2015,0.015
"468","2015AM-1153","Salmonella","enterica","Newport",2015,0.015
"469","2015AM-1154","Salmonella","enterica","Newport",2015,0.015
"470","2015AM-1155","Salmonella","enterica","Typhimurium",2015,0.015
"471","2015AM-1156","Salmonella","enterica","Typhimurium",2015,0.015
"472","2015AM-1157","Salmonella","enterica","Typhimurium",2015,0.015
"473","2015AM-1166","Salmonella","enterica","Enteritidis",2015,0.03
"474","2015AM-1167","Salmonella","enterica","Enteritidis",2015,0.015
"475","2015AM-1168","Salmonella","enterica","Enteritidis",2015,0.015
"476","2015AM-1169","Salmonella","enterica","Enteritidis",2015,0.015
"477","2015AM-1170","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"478","2015AM-1171","Salmonella","enterica","Javiana",2015,0.015
"479","2015AM-1172","Salmonella","enterica","Saintpaul",2015,0.015
"480","2015AM-1173","Salmonella","enterica","Saintpaul",2015,0.015
"481","2015AM-1176","Salmonella","enterica","Typhimurium",2015,0.03
"482","2015AM-1180","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.25
"483","2015AM-1181","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.015
"484","2015AM-1183","Salmonella","enterica","Berta",2015,0.015
"485","2015AM-1184","Salmonella","enterica","Cotham",2015,0.015
"486","2015AM-1185","Salmonella","enterica","Enteritidis",2015,0.015
"487","2015AM-1186","Salmonella","enterica","Enteritidis",2015,0.12
"488","2015AM-1187","Salmonella","enterica","Enteritidis",2015,0.015
"489","2015AM-1188","Salmonella","enterica","Havana",2015,0.015
"490","2015AM-1189","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"491","2015AM-1190","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"492","2015AM-1191","Salmonella","enterica","Infantis",2015,0.015
"493","2015AM-1193","Salmonella","enterica","Manhattan",2015,0.015
"494","2015AM-1194","Salmonella","enterica","Muenchen",2015,0.015
"495","2015AM-1195","Salmonella","enterica","Newport",2015,0.015
"496","2015AM-1196","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.015
"497","2015AM-1201","Salmonella","enterica","Typhimurium",2015,0.015
"498","2015AM-1202","Salmonella","enterica","Typhimurium",2015,0.015
"499","2015AM-1206","Salmonella","enterica","Agbeni",2015,0.015
"500","2015AM-1207","Salmonella","enterica","Braenderup",2015,0.015
"501","2015AM-1208","Salmonella","enterica","Braenderup",2015,0.015
"502","2015AM-1209","Salmonella","enterica","Enteritidis",2015,0.015
"503","2015AM-1210","Salmonella","enterica","Enteritidis",2015,0.015
"504","2015AM-1211","Salmonella","enterica","Enteritidis",2015,0.015
"505","2015AM-1212","Salmonella","enterica","Enteritidis",2015,0.015
"506","2015AM-1213","Salmonella","enterica","Enteritidis",2015,0.015
"507","2015AM-1214","Salmonella","enterica","I 4,[5],12:b:-",2015,0.015
"508","2015AM-1215","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"509","2015AM-1216","Salmonella","enterica","Infantis",2015,0.015
"510","2015AM-1217","Salmonella","enterica","Mbandaka",2015,0.015
"511","2015AM-1218","Salmonella","enterica","Muenchen",2015,0.015
"512","2015AM-1219","Salmonella","enterica","Muenchen",2015,0.015
"513","2015AM-1220","Salmonella","enterica","Newport",2015,0.015
"514","2015AM-1221","Salmonella","enterica","Saintpaul",2015,4
"515","2015AM-1222","Salmonella","enterica","Saintpaul",2015,0.015
"516","2015AM-1228","Salmonella","enterica","Poona",2015,0.015
"517","2015AM-1231","Salmonella","enterica","Braenderup",2015,0.015
"518","2015AM-1232","Salmonella","enterica","Enteritidis",2015,0.03
"519","2015AM-1233","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.015
"520","2015AM-1252","Salmonella","enterica","Braenderup",2015,0.015
"521","2015AM-1253","Salmonella","enterica","Enteritidis",2015,0.015
"522","2015AM-1254","Salmonella","enterica","Enteritidis",2015,0.03
"523","2015AM-1255","Salmonella","enterica","Typhimurium",2015,0.015
"524","2015AM-1256","Salmonella","enterica","Enteritidis",2015,0.015
"525","2015AM-1257","Salmonella","enterica","Enteritidis",2015,0.015
"526","2015AM-1258","Salmonella","enterica","Enteritidis",2015,0.015
"527","2015AM-1259","Salmonella","enterica","Enteritidis",2015,0.015
"528","2015AM-1260","Salmonella","enterica","Enteritidis",2015,0.12
"529","2015AM-1261","Salmonella","enterica","Enteritidis",2015,0.015
"530","2015AM-1262","Salmonella","enterica","Give",2015,0.015
"531","2015AM-1263","Salmonella","enterica","Mississippi",2015,0.015
"532","2015AM-1264","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"533","2015AM-1265","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"534","2015AM-1266","Salmonella","enterica","Javiana",2015,0.015
"535","2015AM-1267","Salmonella","enterica","Javiana",2015,0.015
"536","2015AM-1268","Salmonella","enterica","Miami",2015,0.015
"537","2015AM-1269","Salmonella","enterica","Mississippi",2015,0.015
"538","2015AM-1270","Salmonella","enterica","Montevideo",2015,0.015
"539","2015AM-1271","Salmonella","enterica","Montevideo",2015,0.015
"540","2015AM-1272","Salmonella","enterica","Muenchen",2015,0.015
"541","2015AM-1273","Salmonella","enterica","Muenchen",2015,0.015
"542","2015AM-1274","Salmonella","enterica","Muenchen",2015,0.015
"543","2015AM-1275","Salmonella","enterica","Muenchen",2015,0.015
"544","2015AM-1276","Salmonella","enterica","Newport",2015,0.015
"545","2015AM-1277","Salmonella","enterica","Newport",2015,0.015
"546","2015AM-1278","Salmonella","enterica","Newport",2015,0.015
"547","2015AM-1279","Salmonella","enterica","Newport",2015,0.015
"548","2015AM-1280","Salmonella","enterica","Newport",2015,0.015
"549","2015AM-1281","Salmonella","enterica","Newport",2015,0.015
"550","2015AM-1286","Salmonella","enterica","Plymouth",2015,0.015
"551","2015AM-1287","Salmonella","enterica","Rubislaw",2015,0.015
"552","2015AM-1288","Salmonella","enterica","Sandiego",2015,0.015
"553","2015AM-1289","Salmonella","enterica","Typhimurium",2015,0.015
"554","2015AM-1290","Salmonella","enterica","Typhimurium",2015,0.015
"555","2015AM-1291","Salmonella","enterica","Typhimurium",2015,0.015
"556","2015AM-1292","Salmonella","enterica","Enteritidis",2015,0.03
"557","2015AM-1293","Salmonella","enterica","Enteritidis",2015,0.015
"558","2015AM-1294","Salmonella","enterica","Enteritidis",2015,0.03
"559","2015AM-1295","Salmonella","enterica","Heidelberg",2015,0.015
"560","2015AM-1296","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"561","2015AM-1297","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"562","2015AM-1298","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"563","2015AM-1299","Salmonella","enterica","Oranienburg",2015,0.015
"564","2015AM-1300","Salmonella","enterica","Poona",2015,0.015
"565","2015AM-1301","Salmonella","enterica","Poona",2015,0.015
"566","2015AM-1302","Salmonella","enterica","Poona",2015,0.015
"567","2015AM-1303","Salmonella","enterica","Poona",2015,0.015
"568","2015AM-1304","Salmonella","enterica","Saintpaul",2015,0.015
"569","2015AM-1305","Salmonella","enterica","Saintpaul",2015,0.015
"570","2015AM-1308","Salmonella","enterica","Typhimurium",2015,0.015
"571","2015AM-1309","Salmonella","enterica","Typhimurium",2015,0.015
"572","2015AM-1310","Salmonella","enterica","Typhimurium",2015,0.015
"573","2015AM-1311","Salmonella","enterica","Braenderup",2015,0.015
"574","2015AM-1312","Salmonella","enterica","Enteritidis",2015,0.015
"575","2015AM-1313","Salmonella","enterica","Enteritidis",2015,0.03
"576","2015AM-1314","Salmonella","enterica","Enteritidis",2015,0.03
"577","2015AM-1315","Salmonella","enterica","Heidelberg",2015,0.015
"578","2015AM-1316","Salmonella","enterica","Indiana",2015,0.015
"579","2015AM-1317","Salmonella","enterica","Indiana",2015,0.015
"580","2015AM-1318","Salmonella","enterica","Infantis",2015,0.015
"581","2015AM-1319","Salmonella","enterica","Montevideo",2015,0.015
"582","2015AM-1320","Salmonella","enterica","Muenchen",2015,0.015
"583","2015AM-1321","Salmonella","enterica","Newport",2015,0.015
"584","2015AM-1322","Salmonella","enterica","Typhimurium",2015,0.015
"585","2015AM-1323","Salmonella","enterica","Typhimurium",2015,0.015
"586","2015AM-1333","Salmonella","enterica","Anatum",2015,0.015
"587","2015AM-1334","Salmonella","enterica","Enteritidis",2015,0.015
"588","2015AM-1335","Salmonella","enterica","Enteritidis",2015,0.03
"589","2015AM-1336","Salmonella","enterica","Mbandaka",2015,0.015
"590","2015AM-1337","Salmonella","enterica","Muenchen",2015,0.015
"591","2015AM-1338","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.015
"592","2015AM-1339","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.015
"593","2015AM-1340","Salmonella","enterica","Typhimurium",2015,0.015
"594","2015AM-1341","Salmonella","enterica","Saintpaul",2015,0.015
"595","2015AM-1342","Salmonella","enterica","Typhimurium",2015,0.015
"596","2015AM-1343","Salmonella","enterica","I 9,12:-:1,5",2015,0.015
"597","2015AM-1344","Salmonella","enterica","Enteritidis",2015,0.015
"598","2015AM-1345","Salmonella","enterica","Enteritidis",2015,0.015
"599","2015AM-1346","Salmonella","enterica","Enteritidis",2015,0.015
"600","2015AM-1347","Salmonella","enterica","Montevideo",2015,0.015
"601","2015AM-1348","Salmonella","enterica","Newport",2015,0.015
"602","2015AM-1356","Salmonella","enterica","Enteritidis",2015,0.015
"603","2015AM-1369","Salmonella","enterica","Eko",2015,0.015
"604","2015AM-1370","Salmonella","enterica","Enteritidis",2015,0.015
"605","2015AM-1371","Salmonella","enterica","Enteritidis",2015,0.015
"606","2015AM-1372","Salmonella","enterica","Enteritidis",2015,0.015
"607","2015AM-1373","Salmonella","enterica","Enteritidis",2015,0.015
"608","2015AM-1374","Salmonella","enterica","Enteritidis",2015,0.015
"609","2015AM-1375","Salmonella","enterica","Hadar",2015,0.015
"610","2015AM-1376","Salmonella","enterica","Heidelberg",2015,0.015
"611","2015AM-1377","Salmonella","enterica","Heidelberg",2015,0.015
"612","2015AM-1378","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"613","2015AM-1379","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"614","2015AM-1380","Salmonella","enterica","Litchfield",2015,0.015
"615","2015AM-1381","Salmonella","enterica","Litchfield",2015,0.015
"616","2015AM-1383","Salmonella","enterica","Saintpaul",2015,0.015
"617","2015AM-1384","Salmonella","enterica","Saintpaul",2015,0.015
"618","2015AM-1385","Salmonella","enterica","Thompson",2015,0.015
"619","2015AM-1391","Salmonella","enterica","Typhimurium",2015,0.015
"620","2015AM-1392","Salmonella","enterica","Typhimurium",2015,0.015
"621","2015AM-1393","Salmonella","enterica","Typhimurium",2015,0.015
"622","2015AM-1394","Salmonella","enterica","Typhimurium var. 5-",2015,0.015
"623","2015AM-1401","Salmonella","enterica","Newport",2015,0.015
"624","2015AM-1402","Salmonella","enterica","Newport",2015,0.015
"625","2015AM-1403","Salmonella","enterica","Norwich",2015,0.015
"626","2015AM-1404","Salmonella","enterica","Norwich",2015,0.015
"627","2015AM-1405","Salmonella","enterica","Poona",2015,0.015
"628","2015AM-1406","Salmonella","enterica","Poona",2015,0.015
"629","2015AM-1407","Salmonella","enterica","Chailey",2015,0.015
"630","2015AM-1408","Salmonella","enterica","Enteritidis",2015,0.25
"631","2015AM-1409","Salmonella","enterica","Enteritidis",2015,0.015
"632","2015AM-1410","Salmonella","enterica","Enteritidis",2015,0.12
"633","2015AM-1411","Salmonella","enterica","Enteritidis",2015,0.015
"634","2015AM-1412","Salmonella","enterica","Enteritidis",2015,0.015
"635","2015AM-1413","Salmonella","enterica","Give",2015,0.015
"636","2015AM-1414","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"637","2015AM-1415","Salmonella","enterica","Infantis",2015,0.015
"638","2015AM-1416","Salmonella","enterica","Javiana",2015,0.015
"639","2015AM-1417","Salmonella","enterica","Baildon",2015,0.015
"640","2015AM-1418","Salmonella","enterica","Newport",2015,0.015
"641","2015AM-1419","Salmonella","enterica","Newport",2015,0.015
"642","2015AM-1420","Salmonella","enterica","Newport",2015,0.015
"643","2015AM-1421","Salmonella","enterica","Newport",2015,0.015
"644","2015AM-1422","Salmonella","enterica","Oranienburg",2015,0.015
"645","2015AM-1424","Salmonella","enterica","Thompson",2015,0.015
"646","2015AM-1426","Salmonella","enterica","Uganda",2015,0.03
"647","2015AM-1452","Salmonella","enterica","Poona",2015,0.015
"648","2015AM-1454","Salmonella","enterica","Poona",2015,0.015
"649","2015AM-1458","Salmonella","enterica","Berta",2015,0.015
"650","2015AM-1459","Salmonella","enterica","Braenderup",2015,0.015
"651","2015AM-1460","Salmonella","enterica","Enteritidis",2015,0.015
"652","2015AM-1461","Salmonella","enterica","Enteritidis",2015,0.015
"653","2015AM-1462","Salmonella","enterica","Enteritidis",2015,0.015
"654","2015AM-1463","Salmonella","enterica","Enteritidis",2015,0.03
"655","2015AM-1464","Salmonella","enterica","Enteritidis",2015,0.015
"656","2015AM-1465","Salmonella","enterica","Enteritidis",2015,0.015
"657","2015AM-1466","Salmonella","enterica","Heidelberg",2015,0.015
"658","2015AM-1467","Salmonella","enterica","Javiana",2015,0.015
"659","2015AM-1468","Salmonella","enterica","Montevideo",2015,0.015
"660","2015AM-1469","Salmonella","enterica","Muenchen",2015,0.015
"661","2015AM-1470","Salmonella","enterica","Muenchen",2015,0.015
"662","2015AM-1471","Salmonella","enterica","Newport",2015,0.015
"663","2015AM-1472","Salmonella","enterica","Norwich",2015,0.015
"664","2015AM-1473","Salmonella","enterica","Oranienburg",2015,0.015
"665","2015AM-1477","Salmonella","enterica","Poona",2015,0.015
"666","2015AM-1478","Salmonella","enterica","Poona",2015,0.015
"667","2015AM-1479","Salmonella","enterica","Saintpaul",2015,0.015
"668","2015AM-1483","Salmonella","enterica","Typhimurium",2015,0.015
"669","2015AM-1484","Salmonella","enterica","Typhimurium",2015,0.015
"670","2015AM-1485","Salmonella","enterica","Typhimurium",2015,0.015
"671","2015AM-1486","Salmonella","enterica","Typhimurium",2015,0.015
"672","2015AM-1487","Salmonella","enterica","Typhimurium",2015,0.015
"673","2015AM-1488","Salmonella","enterica","Typhimurium",2015,0.015
"674","2015AM-1489","Salmonella","enterica","Typhimurium",2015,0.015
"675","2015AM-1501","Salmonella","enterica","Bareilly",2015,0.015
"676","2015AM-1502","Salmonella","enterica","Enteritidis",2015,0.015
"677","2015AM-1503","Salmonella","enterica","Enteritidis",2015,0.015
"678","2015AM-1504","Salmonella","enterica","Enteritidis",2015,0.015
"679","2015AM-1505","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"680","2015AM-1506","Salmonella","enterica","Javiana",2015,0.015
"681","2015AM-1507","Salmonella","enterica","Javiana",2015,0.015
"682","2015AM-1508","Salmonella","enterica","Javiana",2015,0.015
"683","2015AM-1510","Salmonella","enterica","Mississippi",2015,0.015
"684","2015AM-1511","Salmonella","enterica","Montevideo",2015,0.015
"685","2015AM-1512","Salmonella","enterica","Montevideo",2015,0.015
"686","2015AM-1513","Salmonella","enterica","Muenchen",2015,0.015
"687","2015AM-1514","Salmonella","enterica","Muenchen",2015,0.015
"688","2015AM-1515","Salmonella","enterica","Muenchen",2015,0.015
"689","2015AM-1516","Salmonella","enterica","Newport",2015,0.015
"690","2015AM-1517","Salmonella","enterica","Newport",2015,0.015
"691","2015AM-1518","Salmonella","enterica","Oranienburg",2015,0.015
"692","2015AM-1519","Salmonella","enterica","Saintpaul",2015,0.015
"693","2015AM-1520","Salmonella","enterica","Typhimurium",2015,0.015
"694","2015AM-1521","Salmonella","enterica","Anatum",2015,0.015
"695","2015AM-1522","Salmonella","enterica","Berta",2015,0.015
"696","2015AM-1523","Salmonella","enterica","Enteritidis",2015,0.03
"697","2015AM-1524","Salmonella","enterica","Enteritidis",2015,0.015
"698","2015AM-1525","Salmonella","enterica","Enteritidis",2015,0.015
"699","2015AM-1526","Salmonella","enterica","Mississippi",2015,0.015
"700","2015AM-1527","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"701","2015AM-1528","Salmonella","enterica","Miami",2015,0.015
"702","2015AM-1529","Salmonella","enterica","Javiana",2015,0.015
"703","2015AM-1530","Salmonella","enterica","Muenchen",2015,0.015
"704","2015AM-1531","Salmonella","enterica","Newport",2015,0.015
"705","2015AM-1532","Salmonella","enterica","Newport",2015,0.015
"706","2015AM-1533","Salmonella","enterica","Newport",2015,0.015
"707","2015AM-1534","Salmonella","enterica","Typhimurium",2015,0.015
"708","2015AM-1535","Salmonella","enterica","Typhimurium",2015,0.015
"709","2015AM-1536","Salmonella","enterica","Typhimurium",2015,0.015
"710","2015AM-1537","Salmonella","enterica","Arechavaleta",2015,0.015
"711","2015AM-1538","Salmonella","enterica","Enteritidis",2015,0.03
"712","2015AM-1540","Salmonella","enterica","Muenchen",2015,0.015
"713","2015AM-1655","Salmonella","enterica","Enteritidis",2015,0.015
"714","2015AM-1656","Salmonella","enterica","Enteritidis",2015,0.03
"715","2015AM-1657","Salmonella","enterica","Enteritidis",2015,0.015
"716","2015AM-1658","Salmonella","enterica","Enteritidis",2015,0.25
"717","2015AM-1659","Salmonella","enterica","Enteritidis",2015,0.25
"718","2015AM-1660","Salmonella","enterica","Enteritidis",2015,0.015
"719","2015AM-1661","Salmonella","enterica","Enteritidis",2015,0.015
"720","2015AM-1662","Salmonella","enterica","Enteritidis",2015,0.015
"721","2015AM-1663","Salmonella","enterica","Enteritidis",2015,0.015
"722","2015AM-1664","Salmonella","enterica","Enteritidis",2015,0.015
"723","2015AM-1665","Salmonella","enterica","Hartford",2015,0.015
"724","2015AM-1666","Salmonella","enterica","Heidelberg",2015,0.015
"725","2015AM-1667","Salmonella","enterica","I 4,[5],12:b:-",2015,0.015
"726","2015AM-1668","Salmonella","enterica","I 4,[5],12:i:-",2015,0.03
"727","2015AM-1669","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"728","2015AM-1670","Salmonella","enterica","Javiana",2015,0.015
"729","2015AM-1671","Salmonella","enterica","Javiana",2015,0.015
"730","2015AM-1672","Salmonella","enterica","Newport",2015,0.015
"731","2015AM-1673","Salmonella","enterica","Norwich",2015,0.015
"732","2015AM-1674","Salmonella","enterica","Oranienburg",2015,0.015
"733","2015AM-1675","Salmonella","enterica","Oslo",2015,0.015
"734","2015AM-1676","Salmonella","enterica","Pomona",2015,0.015
"735","2015AM-1677","Salmonella","enterica","Senftenberg",2015,0.015
"736","2015AM-1681","Salmonella","enterica","Typhimurium",2015,0.015
"737","2015AM-1682","Salmonella","enterica","Typhimurium",2015,0.015
"738","2015AM-1688","Salmonella","enterica","Agona",2015,0.015
"739","2015AM-1689","Salmonella","enterica","Enteritidis",2015,0.015
"740","2015AM-1690","Salmonella","enterica","Enteritidis",2015,0.015
"741","2015AM-1691","Salmonella","enterica","Enteritidis",2015,0.015
"742","2015AM-1692","Salmonella","enterica","Enteritidis",2015,0.12
"743","2015AM-1693","Salmonella","enterica","Enteritidis",2015,0.03
"744","2015AM-1694","Salmonella","enterica","Enteritidis",2015,0.015
"745","2015AM-1695","Salmonella","enterica","Heidelberg",2015,0.015
"746","2015AM-1696","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"747","2015AM-1697","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"748","2015AM-1698","Salmonella","enterica","Senftenberg",2015,0.015
"749","2015AM-1722","Salmonella","enterica","Anatum",2015,0.015
"750","2015AM-1723","Salmonella","enterica","Eastbourne",2015,0.015
"751","2015AM-1724","Salmonella","enterica","Enteritidis",2015,0.015
"752","2015AM-1725","Salmonella","enterica","Infantis",2015,0.015
"753","2015AM-1726","Salmonella","enterica","Litchfield",2015,0.015
"754","2015AM-1727","Salmonella","enterica","Mbandaka",2015,0.015
"755","2015AM-1728","Salmonella","enterica","Minnesota",2015,0.015
"756","2015AM-1729","Salmonella","enterica","Minnesota",2015,0.015
"757","2015AM-1730","Salmonella","enterica","Newport",2015,0.015
"758","2015AM-1731","Salmonella","enterica","Oranienburg",2015,0.015
"759","2015AM-1732","Salmonella","enterica","Poona",2015,0.015
"760","2015AM-1733","Salmonella","enterica","Poona",2015,0.015
"761","2015AM-1734","Salmonella","enterica","Poona",2015,0.015
"762","2015AM-1735","Salmonella","enterica","Saintpaul",2015,0.015
"763","2015AM-1739","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"764","2015AM-1740","Salmonella","enterica","Javiana",2015,0.015
"765","2015AM-1741","Salmonella","enterica","Javiana",2015,0.015
"766","2015AM-1742","Salmonella","enterica","Javiana",2015,0.015
"767","2015AM-1743","Salmonella","enterica","Montevideo",2015,0.015
"768","2015AM-1744","Salmonella","enterica","Newport",2015,0.015
"769","2015AM-1745","Salmonella","enterica","Norwich",2015,0.015
"770","2015AM-1746","Salmonella","enterica","Panama",2015,0.015
"771","2015AM-1748","Salmonella","enterica","Poona",2015,0.015
"772","2015AM-1751","Salmonella","enterica","I 4,[5],12:b:- var. L(+) tartrate+",2015,0.015
"773","2015AM-1815","Salmonella","enterica","Enteritidis",2015,0.015
"774","2015AM-1816","Salmonella","enterica","Javiana",2015,0.015
"775","2015AM-1817","Salmonella","enterica","Typhimurium",2015,0.015
"776","2015AM-1818","Salmonella","enterica","Typhimurium",2015,0.015
"777","2015AM-1819","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"778","2015AM-1823","Salmonella","enterica","Bareilly",2015,0.015
"779","2015AM-1824","Salmonella","enterica","Enteritidis",2015,0.03
"780","2015AM-1825","Salmonella","enterica","Heidelberg",2015,0.015
"781","2015AM-1826","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"782","2015AM-1827","Salmonella","enterica","Javiana",2015,0.015
"783","2015AM-1828","Salmonella","enterica","Newport",2015,0.015
"784","2015AM-1829","Salmonella","enterica","Norwich",2015,0.015
"785","2015AM-1830","Salmonella","enterica","Typhimurium",2015,0.015
"786","2015AM-1835","Salmonella","enterica","Berta",2015,0.015
"787","2015AM-1836","Salmonella","enterica","Enteritidis",2015,0.015
"788","2015AM-1837","Salmonella","enterica","Enteritidis",2015,0.015
"789","2015AM-1838","Salmonella","enterica","Enteritidis",2015,0.015
"790","2015AM-1839","Salmonella","enterica","Enteritidis",2015,0.03
"791","2015AM-1841","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"792","2015AM-1842","Salmonella","enterica","I 4,[5],12:i:-",2015,0.03
"793","2015AM-1843","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"794","2015AM-1844","Salmonella","enterica","Javiana",2015,0.015
"795","2015AM-1845","Salmonella","enterica","Javiana",2015,0.015
"796","2015AM-1846","Salmonella","enterica","Montevideo",2015,0.015
"797","2015AM-1847","Salmonella","enterica","Muenchen",2015,0.015
